compra bgn 99: Compra realizada, stock actualizado.
compra ha 0: Compra realizada, stock actualizado.
compra ak 138: Compra realizada, stock actualizado.
listado i: (ialf,64) (iav,2) (ib,65) (icw,57) (idnz,96) (if,89) (ifax,151) (iget,169) (ih,47) (ihcsw,9) (iir,190) (imqu,166) (inc,68) (irwl,173) (itj,183) (iu,226) (iuqh,162) (iw,182) (ixcz,25) (izivc,168)
compra vpc 130: Compra realizada, stock actualizado.
compra vno 55: Compra realizada, stock actualizado.
compra slu 182: Compra realizada, stock actualizado.
compra sgb 105: Compra realizada, stock actualizado.
compra acrio 112: Compra realizada, stock actualizado.
compra zsl 188: Compra realizada, stock actualizado.
compra jkp 157: Compra realizada, stock actualizado.
compra gogq 173: Compra realizada, stock actualizado.
compra ihft 52: Compra realizada, stock actualizado.
compra zp 131: Compra realizada, stock actualizado.
listado qri: (qrizt,179)
compra txn 105: Compra realizada, stock actualizado.
compra xizj 141: Compra realizada, stock actualizado.
compra mwcyc 197: Compra realizada, stock actualizado.
compra non 13: Compra realizada, stock actualizado.
compra pqyj 58: Compra realizada, stock actualizado.
compra uhmk 33: Compra realizada, stock actualizado.
compra sto 42: Compra realizada, stock actualizado.
compra sxps 88: Compra realizada, stock actualizado.
compra lo 68: Compra realizada, stock actualizado.
compra koi 94: Compra realizada, stock actualizado.
listado np: (npmv,55)
compra knx 35: Compra realizada, stock actualizado.
compra bpqj 19: Compra realizada, stock actualizado.
compra lcs 95: Compra realizada, stock actualizado.
compra zakft 156: Compra realizada, stock actualizado.
compra fltbb 139: Compra realizada, stock actualizado.
compra nysy 89: Compra realizada, stock actualizado.
compra at 107: Compra realizada, stock actualizado.
compra sjkz 191: Compra realizada, stock actualizado.
compra yrq 187: Compra realizada, stock actualizado.
compra plrw 82: Compra realizada, stock actualizado.
listado c: (cbw,30) (cc,63) (cdaw,12) (cedrn,95) (ceih,135) (cf,97) (cge,86) (cgw,31) (civm,130) (cj,80) (cjqx,171) (ck,9) (cmac,172) (cp,157) (cpyl,15) (crmx,171) (crn,91) (cvl,198) (cvp,119) (cxfn,191) (cxu,9) (cye,150) (cz,14)
compra ywoxp 142: Compra realizada, stock actualizado.
compra ybam 116: Compra realizada, stock actualizado.
compra vnr 103: Compra realizada, stock actualizado.
compra tty 160: Compra realizada, stock actualizado.
compra wp 108: Compra realizada, stock actualizado.
compra ss 39: Compra realizada, stock actualizado.
compra mcr 12: Compra realizada, stock actualizado.
compra lt 40: Compra realizada, stock actualizado.
compra wlnb 101: Compra realizada, stock actualizado.
compra uysae 36: Compra realizada, stock actualizado.
listado sox: 
compra on 135: Compra realizada, stock actualizado.
compra wo 24: Compra realizada, stock actualizado.
compra fcs 94: Compra realizada, stock actualizado.
compra rn 50: Compra realizada, stock actualizado.
compra ysyo 62: Compra realizada, stock actualizado.
compra jqe 173: Compra realizada, stock actualizado.
compra ful 144: Compra realizada, stock actualizado.
compra iws 139: Compra realizada, stock actualizado.
compra nba 11: Compra realizada, stock actualizado.
compra cjc 118: Compra realizada, stock actualizado.
listado aab: 
compra ze 145: Compra realizada, stock actualizado.
compra nzx 122: Compra realizada, stock actualizado.
compra cco 193: Compra realizada, stock actualizado.
compra iyy 88: Compra realizada, stock actualizado.
compra kwwqh 124: Compra realizada, stock actualizado.
compra tob 124: Compra realizada, stock actualizado.
compra sky 136: Compra realizada, stock actualizado.
compra rr 106: Compra realizada, stock actualizado.
compra it 73: Compra realizada, stock actualizado.
compra zwd 58: Compra realizada, stock actualizado.
listado w: (wdk,37) (wfb,144) (wfbc,115) (whxn,14) (wk,132) (wlnb,101) (wmle,173) (wmmb,99) (wndnm,54) (wnib,179) (wo,24) (wof,66) (wow,188) (wozn,66) (wp,108) (wph,198) (wq,114) (wqm,148) (wrqw,67) (wsjyx,105) (wt,139) (wu,103) (wvz,80) (wwh,30) (wxhu,122) (wxne,186)
compra qhs 5: Compra realizada, stock actualizado.
compra gpz 2: Compra realizada, stock actualizado.
compra ljq 58: Compra realizada, stock actualizado.
compra rtpdc 165: Compra realizada, stock actualizado.
compra udn 46: Compra realizada, stock actualizado.
compra gf 100: Compra realizada, stock actualizado.
compra wyv 169: Compra realizada, stock actualizado.
compra qzy 186: Compra realizada, stock actualizado.
compra palis 92: Compra realizada, stock actualizado.
compra bbkj 176: Compra realizada, stock actualizado.
listado zx: (zxcd,136)
compra xui 22: Compra realizada, stock actualizado.
compra vwn 128: Compra realizada, stock actualizado.
compra pqxa 66: Compra realizada, stock actualizado.
compra dp 152: Compra realizada, stock actualizado.
compra ru 39: Compra realizada, stock actualizado.
compra gto 131: Compra realizada, stock actualizado.
compra ygii 150: Compra realizada, stock actualizado.
compra jj 64: Compra realizada, stock actualizado.
compra jcxad 121: Compra realizada, stock actualizado.
compra aczp 72: Compra realizada, stock actualizado.
listado lz: (lzlf,111)
compra qtaiy 103: Compra realizada, stock actualizado.
compra ymoie 55: Compra realizada, stock actualizado.
compra pot 165: Compra realizada, stock actualizado.
compra fmv 190: Compra realizada, stock actualizado.
compra llei 106: Compra realizada, stock actualizado.
compra bbgk 85: Compra realizada, stock actualizado.
compra asku 69: Compra realizada, stock actualizado.
compra bomi 136: Compra realizada, stock actualizado.
compra ildf 27: Compra realizada, stock actualizado.
compra vd 182: Compra realizada, stock actualizado.
listado fyk: 
compra iv 22: Compra realizada, stock actualizado.
compra nch 73: Compra realizada, stock actualizado.
compra xy 103: Compra realizada, stock actualizado.
compra tp 148: Compra realizada, stock actualizado.
compra jjy 183: Compra realizada, stock actualizado.
compra hjj 50: Compra realizada, stock actualizado.
compra qujn 30: Compra realizada, stock actualizado.
compra ae 27: Compra realizada, stock actualizado.
compra uf 39: Compra realizada, stock actualizado.
compra gsk 151: Compra realizada, stock actualizado.
listado b: (bad,9) (bbgk,85) (bbkj,176) (bccj,75) (bcs,41) (bf,194) (bgn,99) (bi,197) (bjb,51) (bjm,45) (bkkf,83) (bkvv,155) (bn,143) (bnceu,143) (bng,82) (boi,39) (bomi,136) (bpj,154) (bpqj,19) (bsx,182) (bt,128) (bu,208) (bv,21) (bvqx,83) (bx,28) (byggh,161) (byo,192) (bzcm,154)
compra iez 171: Compra realizada, stock actualizado.
compra nz 145: Compra realizada, stock actualizado.
compra bawj 150: Compra realizada, stock actualizado.
compra og 26: Compra realizada, stock actualizado.
compra tt 168: Compra realizada, stock actualizado.
compra xsv 1: Compra realizada, stock actualizado.
compra md 158: Compra realizada, stock actualizado.
compra dg 19: Compra realizada, stock actualizado.
compra pat 168: Compra realizada, stock actualizado.
compra rz 117: Compra realizada, stock actualizado.
listado yqe: 
compra ki 75: Compra realizada, stock actualizado.
compra ey 111: Compra realizada, stock actualizado.
compra vj 106: Compra realizada, stock actualizado.
compra gh 173: Compra realizada, stock actualizado.
compra cdk 65: Compra realizada, stock actualizado.
compra ix 31: Compra realizada, stock actualizado.
compra mpus 42: Compra realizada, stock actualizado.
compra wmja 179: Compra realizada, stock actualizado.
compra cfc 138: Compra realizada, stock actualizado.
compra fj 100: Compra realizada, stock actualizado.
listado xa: (xaykw,43)
compra qzs 113: Compra realizada, stock actualizado.
compra kiix 152: Compra realizada, stock actualizado.
compra cny 68: Compra realizada, stock actualizado.
compra gtq 73: Compra realizada, stock actualizado.
compra elny 70: Compra realizada, stock actualizado.
compra unmc 151: Compra realizada, stock actualizado.
compra pp 183: Compra realizada, stock actualizado.
compra ncp 38: Compra realizada, stock actualizado.
compra db 107: Compra realizada, stock actualizado.
compra gyd 191: Compra realizada, stock actualizado.
listado tn: (tnui,1)
compra ck 164: Compra realizada, stock actualizado.
compra etwuw 106: Compra realizada, stock actualizado.
compra nptn 198: Compra realizada, stock actualizado.
compra mm 150: Compra realizada, stock actualizado.
compra tuhu 5: Compra realizada, stock actualizado.
compra crs 87: Compra realizada, stock actualizado.
compra eacdd 54: Compra realizada, stock actualizado.
compra edm 79: Compra realizada, stock actualizado.
compra oi 174: Compra realizada, stock actualizado.
compra sj 183: Compra realizada, stock actualizado.
listado be: 
compra qldm 9: Compra realizada, stock actualizado.
compra hruv 71: Compra realizada, stock actualizado.
compra kf 149: Compra realizada, stock actualizado.
compra axipi 86: Compra realizada, stock actualizado.
compra xgz 12: Compra realizada, stock actualizado.
compra irc 68: Compra realizada, stock actualizado.
compra ea 115: Compra realizada, stock actualizado.
compra mklw 12: Compra realizada, stock actualizado.
compra ssz 96: Compra realizada, stock actualizado.
compra cl 100: Compra realizada, stock actualizado.
listado dpy: 
compra ige 51: Compra realizada, stock actualizado.
compra xnd 113: Compra realizada, stock actualizado.
compra kfgtb 187: Compra realizada, stock actualizado.
compra hnbw 43: Compra realizada, stock actualizado.
compra akyg 170: Compra realizada, stock actualizado.
compra hiq 20: Compra realizada, stock actualizado.
compra sb 106: Compra realizada, stock actualizado.
compra pdyl 64: Compra realizada, stock actualizado.
compra lof 131: Compra realizada, stock actualizado.
compra nyo 143: Compra realizada, stock actualizado.
listado j: (jal,67) (jbb,121) (jbtb,123) (jct,187) (jcxad,121) (jfh,120) (ji,41) (jj,64) (jjy,183) (jkp,157) (jkt,66) (jlg,149) (jlxe,105) (jm,59) (jok,18) (jp,152) (jpbda,87) (jqe,173) (jrvor,48) (jsrav,118) (jt,47) (jul,42) (jv,55) (jxx,104) (jymk,0) (jyvo,198)
compra qe 132: Compra realizada, stock actualizado.
compra ho 126: Compra realizada, stock actualizado.
compra qse 190: Compra realizada, stock actualizado.
compra dpt 23: Compra realizada, stock actualizado.
compra cvcd 42: Compra realizada, stock actualizado.
compra mwcf 138: Compra realizada, stock actualizado.
compra yr 105: Compra realizada, stock actualizado.
compra qtajo 33: Compra realizada, stock actualizado.
compra bgq 72: Compra realizada, stock actualizado.
compra yz 106: Compra realizada, stock actualizado.
listado gkp: 
compra eetq 50: Compra realizada, stock actualizado.
compra wclj 158: Compra realizada, stock actualizado.
compra akyh 152: Compra realizada, stock actualizado.
compra bxpz 47: Compra realizada, stock actualizado.
compra aqmf 113: Compra realizada, stock actualizado.
compra zhmx 78: Compra realizada, stock actualizado.
compra krb 69: Compra realizada, stock actualizado.
compra aevu 195: Compra realizada, stock actualizado.
compra kfmix 161: Compra realizada, stock actualizado.
compra ccx 88: Compra realizada, stock actualizado.
listado t: (ta,55) (tauyz,24) (tbn,95) (tci,122) (tdk,7) (tfmx,80) (tgny,54) (tgt,176) (tj,23) (tlae,15) (tlc,91) (tm,92) (tmoc,44) (tnui,1) (tob,124) (tp,148) (tpmm,54) (trg,153) (tswc,74) (tt,168) (tty,160) (tuhu,5) (tuqv,164) (tvv,141) (txn,105) (tyc,149) (tye,197)
compra rsxpl 85: Compra realizada, stock actualizado.
compra dhi 180: Compra realizada, stock actualizado.
compra cp 182: Compra realizada, stock actualizado.
compra sbji 103: Compra realizada, stock actualizado.
compra qp 190: Compra realizada, stock actualizado.
compra hkur 189: Compra realizada, stock actualizado.
compra ni 77: Compra realizada, stock actualizado.
compra qvio 61: Compra realizada, stock actualizado.
compra tqn 57: Compra realizada, stock actualizado.
compra oyl 53: Compra realizada, stock actualizado.
listado pgt: 
compra bp 113: Compra realizada, stock actualizado.
compra cp 93: Compra realizada, stock actualizado.
compra rtm 158: Compra realizada, stock actualizado.
compra fibl 58: Compra realizada, stock actualizado.
compra nw 70: Compra realizada, stock actualizado.
compra lw 142: Compra realizada, stock actualizado.
compra lmj 57: Compra realizada, stock actualizado.
compra xpi 83: Compra realizada, stock actualizado.
compra dp 20: Compra realizada, stock actualizado.
compra dv 32: Compra realizada, stock actualizado.
listado wi: 
compra nbs 189: Compra realizada, stock actualizado.
compra lfc 62: Compra realizada, stock actualizado.
compra wlnpe 38: Compra realizada, stock actualizado.
compra kod 25: Compra realizada, stock actualizado.
compra afn 143: Compra realizada, stock actualizado.
compra dl 102: Compra realizada, stock actualizado.
compra iyst 134: Compra realizada, stock actualizado.
compra dgd 19: Compra realizada, stock actualizado.
compra lkdy 167: Compra realizada, stock actualizado.
compra jacr 143: Compra realizada, stock actualizado.
listado dm: 
compra hsdl 96: Compra realizada, stock actualizado.
compra hl 43: Compra realizada, stock actualizado.
compra vv 98: Compra realizada, stock actualizado.
compra jdrz 44: Compra realizada, stock actualizado.
compra dhjj 74: Compra realizada, stock actualizado.
compra vwrnn 164: Compra realizada, stock actualizado.
compra rpx 22: Compra realizada, stock actualizado.
compra jgc 89: Compra realizada, stock actualizado.
compra ra 140: Compra realizada, stock actualizado.
compra tql 64: Compra realizada, stock actualizado.
listado z: (zakft,156) (zdd,53) (ze,145) (zem,88) (zgn,180) (zgz,112) (zhff,115) (zhmx,78) (zhxs,12) (zjy,134) (zkrg,108) (zp,131) (zpbl,147) (zpe,118) (zpo,173) (zr,89) (zsl,188) (zwd,58) (zwyu,69) (zxcd,136) (zy,9) (zzc,170)
compra anek 39: Compra realizada, stock actualizado.
compra sot 48: Compra realizada, stock actualizado.
compra dfoy 26: Compra realizada, stock actualizado.
